Date,Time,Temp,RH,WD,WS,GS,Rain,PAR
08/31/18,04:30:00PM,91.776,47.6,94.1,10.13,18.59,0,1561.2
08/31/18,05:00:00PM,93.092,43.7,91.3,6.76,19.15,0,311.2
08/31/18,05:30:00PM,93.943,43,77.2,11.27,18.59,0,1181.2
08/31/18,06:00:00PM,93.706,42.3,88.4,9.01,17.47,0,1003.7
08/31/18,06:30:00PM,93.659,44.2,87,10.13,18.59,0,846.2
08/31/18,07:00:00PM,92.386,46,80,10.69,19.15,0,538.7
08/31/18,07:30:00PM,90.75,48.8,102.5,7.9,14.09,0,306.2
08/31/18,08:00:00PM,89.177,50.8,103.9,7.31,12.95,0,121.2
08/31/18,08:30:00PM,87.21,53.5,95.5,7.31,12.39,0,18.7
08/31/18,09:00:00PM,84.945,55.9,99.7,5.08,11.27,0,1.2
08/31/18,09:30:00PM,84.227,57.8,101.1,3.38,5.64,0,1.2
08/31/18,10:00:00PM,82.575,61.3,112.3,1.7,3.94,0,1.2
08/31/18,10:30:00PM,80.713,65.1,112.3,1.7,3.94,0,1.2
08/31/18,11:00:00PM,79.567,68.4,105.3,2.26,4.5,0,1.2
08/31/18,11:30:00PM,78.339,71.7,98.3,3.38,6.2,0,1.2
09/01/18,12:00:00AM,78.382,73.9,113.7,3.38,7.9,0,1.2
09/01/18,12:30:00AM,78.471,73.7,119.3,5.08,11.27,0,1.2
09/01/18,01:00:00AM,77.596,75.8,109.5,4.5,9.01,0,1.2
09/01/18,01:30:00AM,77.203,77.8,115.1,5.64,11.83,0,1.2
09/01/18,02:00:00AM,75.942,81.3,99.7,3.38,6.76,0,1.2
09/01/18,02:30:00AM,75.29,83.3,119.3,2.82,6.2,0,1.2
09/01/18,03:00:00AM,74.683,85.3,124.9,2.26,6.2,0,1.2
09/01/18,03:30:00AM,74.12,86.8,116.5,1.12,3.94,0,1.2
09/01/18,04:00:00AM,73.515,88.6,120.7,1.7,5.08,0,1.2
09/01/18,04:30:00AM,72.264,91.3,95.5,3.38,6.2,0,1.2
09/01/18,05:00:00AM,71.964,92.9,91.3,2.82,4.5,0,1.2
09/01/18,05:30:00AM,71.964,93.7,96.9,2.82,6.2,0,1.2
09/01/18,06:00:00AM,71.748,94.3,102.5,3.38,5.64,0,1.2
09/01/18,06:30:00AM,71.06,95.3,101.1,2.26,5.08,0,1.2
09/01/18,07:00:00AM,70.974,96,101.1,1.7,3.94,0,1.2
09/01/18,07:30:00AM,70.587,96.3,99.7,1.7,3.94,0,1.2
09/01/18,08:00:00AM,70.459,96.5,85.6,2.26,3.94,0,46.2
09/01/18,08:30:00AM,71.661,96.5,99.7,1.7,4.5,0,126.2
09/01/18,09:00:00AM,71.447,97.2,96.9,3.94,7.9,0,136.2
09/01/18,09:30:00AM,72.264,97.9,103.9,3.94,7.31,0,208.7
09/01/18,10:00:00AM,73.342,97.4,112.3,4.5,9.57,0,273.7
09/01/18,10:30:00AM,75.853,91.3,115.1,4.5,7.9,0,356.2
09/01/18,11:00:00AM,76.986,87.4,102.5,3.94,9.01,0,378.7
09/01/18,11:30:00AM,78.251,85.3,101.1,5.64,10.69,0,518.7
09/01/18,12:00:00PM,78.165,86.3,85.6,6.76,11.27,0,668.7
09/01/18,12:30:00PM,81.466,77.5,94.1,6.2,11.83,0,2356.2
09/01/18,01:00:00PM,82.708,70.3,84.2,8.46,14.09,0,823.7
09/01/18,01:30:00PM,84.004,65.6,77.2,9.57,14.65,0,808.7
09/01/18,02:00:00PM,84.542,65.2,98.3,8.46,14.65,0,1038.7
09/01/18,02:30:00PM,87.21,61.4,80,9.57,16.89,0,1183.7
09/01/18,03:00:00PM,88.671,60,78.6,10.13,18.03,0,2516.2
09/01/18,03:30:00PM,86.527,61.6,73,9.01,15.77,0,981.2
09/01/18,04:00:00PM,90.379,54,68.8,7.31,14.09,0,661.2
09/01/18,04:30:00PM,89.731,55.2,77.2,8.46,15.21,0,698.7
09/01/18,05:00:00PM,90.936,53.5,77.2,9.57,16.89,0,1503.7
09/01/18,05:30:00PM,89.499,53.9,85.6,9.57,18.03,0,686.2
09/01/18,06:00:00PM,89.407,53.1,84.2,10.69,18.59,0,291.2
09/01/18,06:30:00PM,89.731,52.8,91.3,10.69,23.67,0,838.7
09/01/18,07:00:00PM,87.391,56.7,84.2,10.69,21.41,0,173.7
09/01/18,07:30:00PM,88.03,57.1,84.2,7.31,16.33,0,273.7
09/01/18,08:00:00PM,86.437,60.3,87,9.57,16.89,0,91.2
09/01/18,08:30:00PM,83.691,65,87,6.2,11.83,0,18.7
09/01/18,09:00:00PM,84.004,65.4,85.6,6.2,23.09,0,1.2
09/01/18,09:30:00PM,81.909,69.1,96.9,9.01,20.85,0,1.2
09/01/18,10:00:00PM,80.316,72.6,106.7,4.5,8.46,0,1.2
09/01/18,10:30:00PM,80.096,74.6,103.9,7.31,16.89,0,1.2
09/01/18,11:00:00PM,78.91,77.9,106.7,7.31,15.21,0,1.2
09/01/18,11:30:00PM,78.296,79.7,102.5,6.2,11.83,0,1.2
09/02/18,12:00:00AM,78.296,80.3,109.5,6.2,11.83,0,1.2
09/02/18,12:30:00AM,78.208,81.3,119.3,6.2,12.39,0,1.2
09/02/18,01:00:00AM,77.99,82.7,123.5,5.08,10.13,0,1.2
09/02/18,01:30:00AM,77.902,83,124.9,5.64,12.39,0,1.2
09/02/18,02:00:00AM,77.902,83.5,124.9,4.5,10.13,0,1.2
09/02/18,02:30:00AM,77.77,83.9,120.7,4.5,9.57,0,1.2
09/02/18,03:00:00AM,77.639,84.1,123.5,3.94,8.46,0,1.2
09/02/18,03:30:00AM,77.421,84.7,119.3,3.38,9.01,0,1.2
09/02/18,04:00:00AM,77.16,85.4,126.4,3.38,8.46,0,1.2
09/02/18,04:30:00AM,77.072,85.5,133.4,2.82,10.69,0,1.2
09/02/18,05:00:00AM,76.158,88.3,132,2.26,6.2,0,1.2
09/02/18,05:30:00AM,75.29,90.8,122.1,0,3.94,0,1.2
09/02/18,06:00:00AM,75.16,92.6,122.1,0,1.12,0.016,1.2
09/02/18,06:30:00AM,74.727,94,122.1,0,2.26,0.024,1.2
09/02/18,07:00:00AM,74.683,95.3,132,1.12,4.5,0,1.2
09/02/18,07:30:00AM,73.947,96.2,101.1,3.38,5.64,0,1.2
09/02/18,08:00:00AM,73.429,95.7,99.7,2.26,5.64,0,33.7
09/02/18,08:30:00AM,74.034,95.8,89.9,4.5,8.46,0,78.7
09/02/18,09:00:00AM,74.899,94.7,95.5,6.2,12.39,0,193.7
09/02/18,09:30:00AM,76.768,91.5,101.1,5.64,13.51,0,378.7
09/02/18,10:00:00AM,77.335,89.8,108.1,7.31,13.51,0,763.7
09/02/18,10:30:00AM,77.029,87.7,106.7,6.76,12.39,0,246.2
09/02/18,11:00:00AM,78.602,84.7,108.1,6.76,12.95,0,646.2
09/02/18,11:30:00AM,78.953,83.7,103.9,7.31,14.65,0,846.2
09/02/18,12:00:00PM,81.909,78,96.9,7.31,13.51,0,1003.7
09/02/18,12:30:00PM,83.109,74.6,98.3,7.9,14.09,0,2458.7
09/02/18,01:00:00PM,82.486,73.9,101.1,7.9,16.33,0,771.2
09/02/18,01:30:00PM,83.646,71.6,106.7,7.9,15.77,0,1508.7
09/02/18,02:00:00PM,84.632,65.9,88.4,10.13,18.03,0,881.2
09/02/18,02:30:00PM,85.712,66.2,88.4,9.57,15.77,0,1151.2
09/02/18,03:00:00PM,88.167,61.3,82.8,8.46,15.21,0,1011.2
09/02/18,03:30:00PM,87.118,59.6,91.3,9.57,20.85,0,323.7
09/02/18,04:00:00PM,75.594,93.8,122.1,5.64,21.41,0.362,203.7
09/02/18,04:30:00PM,76.028,91.5,158.6,5.64,13.51,0,276.2
09/02/18,05:00:00PM,76.289,89.8,110.9,6.76,12.95,0.008,331.2
09/02/18,05:30:00PM,78.559,85.7,110.9,6.2,15.21,0,608.7
09/02/18,06:00:00PM,82.396,72.1,109.5,9.01,20.85,0,1231.2
09/02/18,06:30:00PM,81.466,74.9,122.1,9.57,18.03,0,521.2
09/02/18,07:00:00PM,81.909,73.6,126.4,9.01,17.47,0,213.7
09/02/18,07:30:00PM,81.909,72.7,126.4,8.46,20.29,0,208.7
09/02/18,08:00:00PM,81.199,74.7,119.3,5.64,12.95,0,76.2
09/02/18,08:30:00PM,80.051,76.8,109.5,5.64,12.39,0,16.2
09/02/18,09:00:00PM,78.996,78.3,106.7,5.08,9.57,0,1.2
09/02/18,09:30:00PM,77.859,80.2,112.3,3.94,8.46,0,1.2
09/02/18,10:00:00PM,77.553,81.3,123.5,4.5,8.46,0,1.2
09/02/18,10:30:00PM,76.332,84.5,110.9,2.82,7.31,0,1.2
09/02/18,11:00:00PM,75.767,86.3,103.9,3.38,7.31,0,1.2
09/02/18,11:30:00PM,75.594,87.3,99.7,2.82,6.76,0,1.2
09/03/18,12:00:00AM,75.508,87.5,94.1,4.5,7.9,0,1.2
