Date,Time,Temp,RH,WD,WS,GS,Rain,PAR
07/13/18,04:30:00PM,94.372,51.3,169.9,2.26,7.9,0,1913.7
07/13/18,05:00:00PM,92.62,52.1,136.2,2.82,8.46,0,333.7
07/13/18,05:30:00PM,93.281,52.6,226,2.26,5.64,0,473.7
07/13/18,06:00:00PM,94.563,51.1,227.4,2.82,5.64,0,1261.2
07/13/18,06:30:00PM,94.753,51.1,202.2,2.82,9.57,0,938.7
07/13/18,07:00:00PM,94.896,50.8,242.9,3.94,8.46,0,886.2
07/13/18,07:30:00PM,93.328,52.6,244.3,2.82,7.9,0,481.2
07/13/18,08:00:00PM,91.589,54.9,227.4,4.5,6.76,0,246.2
07/13/18,08:30:00PM,90.75,56.4,226,1.7,5.64,0,121.2
07/13/18,09:00:00PM,89.499,58.7,227.4,0.56,2.26,0,61.2
07/13/18,09:30:00PM,85.262,71.1,146,1.7,6.2,0,1.2
07/13/18,10:00:00PM,82.441,76.3,126.4,1.7,4.5,0,1.2
07/13/18,10:30:00PM,82.175,77.4,126.4,0.56,2.82,0,1.2
07/13/18,11:00:00PM,81.952,77.1,119.3,0,3.94,0,1.2
07/13/18,11:30:00PM,81.199,79.5,108.1,1.7,5.08,0,1.2
07/14/18,12:00:00AM,80.668,80.9,108.1,0,2.82,0,1.2
07/14/18,12:30:00AM,79.655,84,108.1,0,1.7,0,1.2
07/14/18,01:00:00AM,78.251,86.5,113.7,0,3.38,0,1.2
07/14/18,01:30:00AM,78.471,85.4,117.9,0,2.82,0,1.2
07/14/18,02:00:00AM,78.427,85.6,110.9,0,2.26,0,1.2
07/14/18,02:30:00AM,78.251,85.4,110.9,0,0,0,1.2
07/14/18,03:00:00AM,77.815,86.5,110.9,0,0,0,1.2
07/14/18,03:30:00AM,76.419,90.6,110.9,0,0,0,1.2
07/14/18,04:00:00AM,76.725,90.1,110.9,0,0,0,1.2
07/14/18,04:30:00AM,76.203,91.5,110.9,0,0,0,1.2
07/14/18,05:00:00AM,75.333,93.3,129.2,1.7,4.5,0,1.2
07/14/18,05:30:00AM,75.681,94.3,137.6,2.82,5.08,0,1.2
07/14/18,06:00:00AM,74.77,94.8,143.2,3.38,5.64,0,1.2
07/14/18,06:30:00AM,74.554,95,198,2.82,5.08,0,1.2
07/14/18,07:00:00AM,73.947,94.7,214.8,1.7,3.94,0,1.2
