Date,Time,Temp,RH,WD,WS,GS,Rain,PAR
1/30/2019,07:30:00AM,31.942,72.4,223.2,3.38,6.2,0,213.7
1/30/2019,08:00:00AM,35.103,64.7,224.6,3.94,9.57,0,338.7
1/30/2019,08:30:00AM,36.795,63.7,224.6,4.5,9.57,0,503.7
1/30/2019,09:00:00AM,40.204,51.3,223.2,5.08,8.46,0,873.7
1/30/2019,09:30:00AM,40.532,50.4,212,2.82,6.76,0,698.7
1/30/2019,10:00:00AM,41.97,47.4,199.4,2.26,6.2,0,813.7
1/30/2019,10:30:00AM,42.663,45.6,199.4,2.26,5.08,0,756.2
1/30/2019,11:00:00AM,44.492,45.6,179.7,2.26,6.2,0,931.2
1/30/2019,11:30:00AM,45.986,41.3,133.4,1.7,6.76,0,723.7
1/30/2019,12:00:00PM,45.624,36.2,157.2,1.12,5.08,0,683.7
1/30/2019,12:30:00PM,48.315,39.1,168.5,1.7,6.76,0,821.2
1/30/2019,01:00:00PM,47.602,35.4,150.2,2.82,7.9,0,931.2
1/30/2019,01:30:00PM,47.289,37.3,158.6,2.82,6.76,0,738.7
1/30/2019,02:00:00PM,47.289,33.9,203.6,3.38,7.9,0,516.2
1/30/2019,02:30:00PM,48.094,36,178.3,3.94,9.01,0,511.2
1/30/2019,03:00:00PM,47.736,34.6,196.5,3.94,9.57,0,436.2
1/30/2019,03:30:00PM,46.526,36.7,174.1,3.94,9.01,0,248.7
1/30/2019,04:00:00PM,44.674,43.6,134.8,1.12,6.2,0,66.2
1/30/2019,04:30:00PM,44.764,44.7,139,1.7,4.5,0,13.7
1/30/2019,05:00:00PM,43.853,47.8,165.7,0.56,2.82,0,1.2
1/30/2019,05:30:00PM,43.396,47.6,133.4,1.12,3.38,0,1.2
1/30/2019,06:00:00PM,43.306,46.9,178.3,1.12,4.5,0,1.2
1/30/2019,06:30:00PM,42.939,47.5,188.1,1.12,4.5,0,1.2
1/30/2019,07:00:00PM,41.322,49.4,172.7,2.26,6.76,0,1.2
