Date,Time,Temp,RH,WD,WS,GS,Rain,PAR
08/14/18,04:00:00PM,93.801,43,228.8,6.76,14.65,0,906.2
08/14/18,04:30:00PM,93.564,42.4,227.4,6.2,14.09,0,753.7
08/14/18,05:00:00PM,93.47,40.2,190.9,4.5,10.13,0,963.7
08/14/18,05:30:00PM,92.763,43,209.2,5.64,14.09,0,671.2
08/14/18,06:00:00PM,93.375,43.3,219,6.76,14.65,0,973.7
08/14/18,06:30:00PM,91.355,46,219,6.2,14.09,0,383.7
08/14/18,07:00:00PM,90.333,47.2,207.8,3.94,9.01,0,296.2
08/14/18,07:30:00PM,90.471,47.6,200.8,1.7,7.9,0,306.2
08/14/18,08:00:00PM,89.132,50.1,188.1,1.12,4.5,0,133.7
08/14/18,08:30:00PM,87.757,52.7,199.4,0,3.38,0,71.2
08/14/18,09:00:00PM,85.577,56.3,176.9,0,3.38,0,8.7
08/14/18,09:30:00PM,82.085,67.1,174.1,0,1.12,0,1.2
08/14/18,10:00:00PM,80.184,70.7,174.1,0,2.82,0,1.2
08/14/18,10:30:00PM,79.963,71.6,174.1,0,1.7,0,1.2
08/14/18,11:00:00PM,80.845,69.7,174.1,0,2.26,0,1.2
08/14/18,11:30:00PM,79.392,72.5,174.1,0,1.12,0,1.2
08/15/18,12:00:00AM,78.953,75.1,179.7,0,3.38,0,1.2
08/15/18,12:30:00AM,80.668,71.1,205,0,3.38,0,1.2
08/15/18,01:00:00AM,80.845,70.6,190.9,0.56,5.08,0,1.2
08/15/18,01:30:00AM,80.404,71.8,205,0.56,3.94,0,1.2
08/15/18,02:00:00AM,80.139,72.6,190.9,1.12,4.5,0,1.2
08/15/18,02:30:00AM,79.92,73.8,183.9,1.12,4.5,0,1.2
08/15/18,03:00:00AM,79.524,75.3,202.2,1.7,7.31,0,1.2
08/15/18,03:30:00AM,78.382,77.9,210.6,2.26,6.76,0,1.2
08/15/18,04:00:00AM,77.77,80.1,207.8,2.26,6.76,0,1.2
08/15/18,04:30:00AM,76.419,83.4,221.8,2.26,5.64,0,1.2
08/15/18,05:00:00AM,75.29,86.1,227.4,2.26,6.2,0,1.2
08/15/18,05:30:00AM,73.818,88.6,226,2.26,5.08,0,1.2
08/15/18,06:00:00AM,73.602,90.9,242.9,1.7,4.5,0,1.2
08/15/18,06:30:00AM,73.429,92,242.9,0.56,2.82,0,1.2
08/15/18,07:00:00AM,72.351,91.9,195.1,0.56,3.38,0,1.2
08/15/18,07:30:00AM,72.007,94,193.7,0.56,3.38,0,1.2
08/15/18,08:00:00AM,72.783,94.8,228.8,1.12,3.94,0,63.7
08/15/18,08:30:00AM,73.731,94.2,244.3,1.7,3.94,0,248.7
08/15/18,09:00:00AM,75.942,92.1,214.8,2.26,6.76,0,476.2
08/15/18,09:30:00AM,77.464,90.1,219,3.94,10.69,0,661.2
08/15/18,10:00:00AM,80.272,86.5,224.6,6.2,12.39,0,871.2
08/15/18,10:30:00AM,82.976,80.5,226,7.9,14.09,0,531.2
08/15/18,11:00:00AM,84.722,71.4,231.6,8.46,15.21,0,1218.7
08/15/18,11:30:00AM,85.712,68.2,237.3,11.27,18.59,0,1181.2
08/15/18,12:00:00PM,87.847,60.7,228.8,9.01,16.33,0,1633.7
08/15/18,12:30:00PM,88.488,59.1,244.3,10.13,17.47,0,1238.7
08/15/18,01:00:00PM,90.1,56.9,221.8,7.31,18.03,0,1123.7
08/15/18,01:30:00PM,92.197,48.8,207.8,7.31,16.89,0,1983.7
08/15/18,02:00:00PM,91.683,49.3,219,8.46,17.47,0,2076.2
08/15/18,02:30:00PM,92.809,47.4,214.8,8.46,18.59,0,1223.7
08/15/18,03:00:00PM,92.95,48.2,237.3,12.39,22.53,0,1441.2
08/15/18,03:30:00PM,93.517,47.2,220.4,9.01,18.03,0,2123.7
08/15/18,04:00:00PM,92.714,48.5,198,6.2,12.39,0,1656.2
08/15/18,04:30:00PM,92.574,47.4,207.8,6.2,15.21,0,578.7
08/15/18,05:00:00PM,94.039,46.5,214.8,5.64,14.09,0,1546.2
08/15/18,05:30:00PM,94.181,45.4,205,5.64,11.83,0,1238.7
08/15/18,06:00:00PM,95.374,44.2,200.8,5.64,14.09,0,776.2
08/15/18,06:30:00PM,92.667,47,189.5,4.5,12.95,0,578.7
08/15/18,07:00:00PM,93.754,45.9,219,5.64,12.95,0,678.7
08/15/18,07:30:00PM,93.045,48,221.8,6.2,12.39,0,436.2
08/15/18,08:00:00PM,91.636,48.8,198,3.94,9.57,0,168.7
08/15/18,08:30:00PM,89.823,51.5,183.9,2.82,9.01,0,61.2
08/15/18,09:00:00PM,87.894,55.2,176.9,1.7,5.64,0,6.2
08/15/18,09:30:00PM,86.617,57.5,175.5,1.12,4.5,0,1.2
08/15/18,10:00:00PM,85.532,60,175.5,1.7,6.2,0,1.2
08/15/18,10:30:00PM,84.677,62.2,186.7,1.12,6.2,0,1.2
08/15/18,11:00:00PM,83.467,64.7,198,0.56,5.08,0,1.2
08/15/18,11:30:00PM,83.646,65.2,199.4,0.56,3.94,0,1.2
08/16/18,12:00:00AM,81.775,68.9,168.5,0,3.38,0,1.2
08/16/18,12:30:00AM,81.997,69.9,181.1,0,3.94,0,1.2
08/16/18,01:00:00AM,79.876,74.7,202.2,0,4.5,0,1.2
08/16/18,01:30:00AM,78.777,77.4,203.6,0,2.26,0,1.2
08/16/18,02:00:00AM,77.378,82.2,203.6,1.12,2.82,0,1.2
08/16/18,02:30:00AM,78.514,81.1,228.8,1.12,5.08,0,1.2
08/16/18,03:00:00AM,78.033,82.6,223.2,1.12,5.64,0,1.2
08/16/18,03:30:00AM,76.375,87.3,237.3,2.82,6.2,0,1.2
