Date,Time,Temp,RH,WD,WS,GS,Rain,PAR
12/11/18,11:30:00AM,53.078,46.7,193.7,4.5,10.13,0,1163.7
12/11/18,12:00:00PM,53.951,43.6,210.6,5.64,11.27,0,1168.7
12/11/18,12:30:00PM,55.342,42.4,195.1,5.08,12.39,0,1138.7
12/11/18,01:00:00PM,56.815,40.1,199.4,5.64,12.95,0,1091.2
12/11/18,01:30:00PM,57.592,39.2,195.1,5.08,10.69,0,1026.2
12/11/18,02:00:00PM,57.979,39,198,4.5,11.83,0,591.2
12/11/18,02:30:00PM,57.636,39.7,175.5,5.64,11.83,0,756.2
12/11/18,03:00:00PM,57.506,40.2,171.3,5.64,11.27,0,633.7
12/11/18,03:30:00PM,57.549,39.6,171.3,5.64,11.83,0,456.2
12/11/18,04:00:00PM,56.599,41.1,172.7,5.08,10.69,0,248.7
12/11/18,04:30:00PM,53.951,45.5,172.7,3.94,10.13,0,68.7
12/11/18,05:00:00PM,51.895,49.9,172.7,1.7,6.2,0,13.7
12/11/18,05:30:00PM,49.649,54.7,168.5,1.12,5.08,0,1.2
12/11/18,06:00:00PM,48.004,59.3,168.5,1.7,5.08,0,1.2
12/11/18,06:30:00PM,47.019,63.2,167.1,1.12,5.64,0,1.2
12/11/18,07:00:00PM,44.764,68.5,210.6,0,3.38,0,1.2
12/11/18,07:30:00PM,46.661,65.9,207.8,0.56,4.5,0,1.2
12/11/18,08:00:00PM,45.806,67.5,195.1,1.7,6.2,0,1.2
12/11/18,08:30:00PM,45.896,68.3,189.5,1.12,5.64,0,1.2
12/11/18,09:00:00PM,46.121,69.2,190.9,1.7,5.64,0,1.2
12/11/18,09:30:00PM,46.616,68.4,196.5,2.82,7.31,0,1.2
12/11/18,10:00:00PM,44.856,71.1,202.2,2.82,7.9,0,1.2
12/11/18,10:30:00PM,43.579,74,213.4,1.7,6.2,0,1.2
12/11/18,11:00:00PM,43.534,75.4,205,1.12,6.2,0,1.2
12/11/18,11:30:00PM,43.534,75.4,183.9,2.82,7.31,0,1.2
12/12/18,12:00:00AM,43.579,75.8,182.5,3.38,8.46,0,1.2
12/12/18,12:30:00AM,42.984,77,193.7,2.26,9.57,0,1.2
12/12/18,01:00:00AM,42.755,77.9,212,3.38,9.01,0,1.2
12/12/18,01:30:00AM,41.74,78.8,217.6,3.38,10.13,0,1.2
12/12/18,02:00:00AM,41.043,79.7,217.6,2.82,8.46,0,1.2
12/12/18,02:30:00AM,40.345,81.4,228.8,3.38,6.76,0,1.2
12/12/18,03:00:00AM,40.626,81.8,213.4,1.7,7.9,0,1.2
12/12/18,03:30:00AM,41.23,81.8,212,3.38,8.46,0,1.2
12/12/18,04:00:00AM,42.57,80.6,203.6,3.94,10.13,0,1.2
12/12/18,04:30:00AM,43.122,81,202.2,3.94,9.57,0,1.2
12/12/18,05:00:00AM,43.579,81.3,203.6,3.94,9.57,0,1.2
12/12/18,05:30:00AM,44.856,79.4,196.5,5.08,12.39,0,1.2
12/12/18,06:00:00AM,45.172,79.5,193.7,4.5,10.69,0,1.2
12/12/18,06:30:00AM,45.761,78.3,192.3,4.5,13.51,0,1.2
12/12/18,07:00:00AM,45.714,77.8,185.3,4.5,12.39,0,1.2
12/12/18,07:30:00AM,45.761,78.2,181.1,3.94,10.69,0,38.7
12/12/18,08:00:00AM,46.346,78.1,181.1,3.94,10.13,0,156.2
12/12/18,08:30:00AM,47.422,77.3,179.7,4.5,12.95,0,231.2
12/12/18,09:00:00AM,48.493,76.4,186.7,4.5,11.83,0,146.2
12/12/18,09:30:00AM,49.692,75.5,183.9,4.5,14.09,0,183.7
12/12/18,10:00:00AM,51.017,73.7,182.5,5.08,13.51,0,293.7
12/12/18,10:30:00AM,52.246,72.7,178.3,5.08,13.51,0,393.7
