Date,Time,Temp,RH,WD,WS,GS,Rain,PAR
10/29/18,04:30:00PM,78.822,59.7,182.5,3.94,10.13,0,286.2
10/29/18,05:00:00PM,80.89,57.1,183.9,3.94,10.69,0,826.2
10/29/18,05:30:00PM,78.822,58.2,212,5.08,9.57,0,168.7
10/29/18,06:00:00PM,80.184,57.5,216.2,4.5,10.69,0,436.2
10/29/18,06:30:00PM,78.121,62.5,207.8,2.82,9.57,0,163.7
10/29/18,07:00:00PM,76.725,66.6,192.3,0.56,3.94,0,73.7
10/29/18,07:30:00PM,73.645,72.8,190.9,0,1.12,0,6.2
10/29/18,08:00:00PM,71.274,78.9,190.9,0,1.7,0,1.2
10/29/18,08:30:00PM,68.527,85.1,190.9,0,2.26,0,1.2
10/29/18,09:00:00PM,67.971,86.9,190.9,0,1.12,0,1.2
10/29/18,09:30:00PM,66.729,90.2,190.9,0,2.26,0,1.2
10/29/18,10:00:00PM,67.842,87.4,190.9,0,2.26,0,1.2
10/29/18,10:30:00PM,66.814,88.2,186.7,0,2.82,0,1.2
10/29/18,11:00:00PM,66.173,89.8,182.5,0,1.7,0,1.2
10/29/18,11:30:00PM,67.071,87.4,183.9,0,3.38,0,1.2
10/30/18,12:00:00AM,66.643,86.8,200.8,0.56,5.08,0,1.2
10/30/18,12:30:00AM,66.385,86.5,178.3,0.56,3.94,0,1.2
10/30/18,01:00:00AM,64.76,88.8,200.8,0.56,3.94,0,1.2
10/30/18,01:30:00AM,64.974,88,203.6,1.12,4.5,0,1.2
10/30/18,02:00:00AM,65.701,87.4,205,2.26,7.9,0,1.2
10/30/18,02:30:00AM,64.033,89.4,210.6,1.12,6.2,0,1.2
10/30/18,03:00:00AM,63.775,90.2,202.2,1.12,5.08,0,1.2
10/30/18,03:30:00AM,63.39,91.2,198,1.7,7.31,0,1.2
10/30/18,04:00:00AM,63.005,92.5,202.2,2.26,8.46,0,1.2
10/30/18,04:30:00AM,62.533,93.8,202.2,2.26,7.9,0,1.2
10/30/18,05:00:00AM,62.276,95.3,206.4,2.82,9.01,0,1.2
10/30/18,05:30:00AM,62.105,96.1,206.4,2.82,8.46,0,1.2
10/30/18,06:00:00AM,62.191,96.6,200.8,2.82,10.13,0,1.2
10/30/18,06:30:00AM,62.019,96.9,210.6,2.82,7.9,0,1.2
10/30/18,07:00:00AM,61.506,97.4,206.4,2.26,6.2,0,1.2
10/30/18,07:30:00AM,61.248,97.9,200.8,1.12,5.64,0,1.2
10/30/18,08:00:00AM,61.419,98.2,179.7,1.12,4.5,0,1.2
10/30/18,08:30:00AM,61.547,98.2,192.3,1.7,6.2,0,13.7
10/30/18,09:00:00AM,62.748,97.2,190.9,1.12,6.76,0,173.7
10/30/18,09:30:00AM,64.974,94.2,192.3,2.26,10.69,0,356.2
10/30/18,10:00:00AM,67.413,90.3,198,4.5,13.51,0,573.7
10/30/18,10:30:00AM,69.3,88,202.2,5.08,12.39,0,771.2
10/30/18,11:00:00AM,71.103,84.6,203.6,5.64,16.89,0,958.7
10/30/18,11:30:00AM,72.826,79.2,203.6,6.2,14.09,0,1111.2
10/30/18,12:00:00PM,74.511,74.9,205,7.9,15.77,0,1236.2
10/30/18,12:30:00PM,76.289,69.8,199.4,6.76,17.47,0,1351.2
10/30/18,01:00:00PM,77.292,68.4,202.2,7.31,19.15,0,1448.7
10/30/18,01:30:00PM,77.902,65.4,200.8,7.31,18.03,0,1133.7
10/30/18,02:00:00PM,78.822,63.4,213.4,8.46,21.97,0,1538.7
