Date,Time,Temp,RH,WD,WS,GS,Rain,PAR
05/15/19,03:30:00PM,87.073,46.4,244.3,6.76,15.21,0,1728.7
05/15/19,03:40:00PM,86.074,46.4,261.1,7.31,14.65,0,566.2
05/15/19,03:50:00PM,86.844,45.8,255.5,5.64,10.13,0,1653.7
05/15/19,04:00:00PM,85.352,46.9,254.1,7.9,13.51,0,446.2
05/15/19,04:10:00PM,85.849,47.5,241.5,7.9,11.27,0,1478.7
05/15/19,04:20:00PM,85.984,46.3,240.1,5.64,10.13,0,1373.7
05/15/19,04:30:00PM,85.939,46.8,262.5,3.38,6.2,0,1398.7
05/15/19,04:40:00PM,86.664,45.9,237.3,6.76,11.27,0,1321.2
05/15/19,04:50:00PM,84.272,48.9,234.5,6.76,11.27,0,376.2
05/15/19,05:00:00PM,86.029,47.2,247.1,6.2,10.13,0,1133.7
05/15/19,05:10:00PM,85.712,47.3,237.3,7.9,11.83,0,406.2
05/15/19,05:20:00PM,85.849,48.4,231.6,3.94,8.46,0,953.7
05/15/19,05:30:00PM,86.346,47,205,2.82,10.13,0,878.7
05/15/19,05:40:00PM,85.667,47,244.3,6.2,9.57,0,788.7
05/15/19,05:50:00PM,85.712,46.8,217.6,4.5,9.57,0,721.2
05/15/19,06:00:00PM,85.352,47.2,209.2,3.94,8.46,0,651.2
05/15/19,06:10:00PM,84.945,47.5,228.8,5.64,9.57,0,576.2
05/15/19,06:20:00PM,84.587,47.2,224.6,7.31,10.69,0,503.7
05/15/19,06:30:00PM,84.407,48.4,233.1,5.64,9.57,0,436.2
05/15/19,06:40:00PM,84.272,50.7,233.1,3.94,6.76,0,366.2
05/15/19,06:50:00PM,83.914,51,230.2,3.38,5.64,0,303.7
05/15/19,07:00:00PM,83.199,52.2,224.6,3.38,9.01,0,243.7
05/15/19,07:10:00PM,82.708,52.8,226,2.82,6.76,0,193.7
05/15/19,07:20:00PM,81.952,55.7,231.6,1.7,5.08,0,133.7
05/15/19,07:30:00PM,80.802,58.4,227.4,1.12,3.38,0,88.7
05/15/19,07:40:00PM,78.602,62,226,0.56,1.7,0,56.2
05/15/19,07:50:00PM,77.99,63.2,226,0,1.12,0,31.2
05/15/19,08:00:00PM,77.117,65.5,226,0,0,0,13.7
05/15/19,08:10:00PM,76.593,66.1,226,0,0.56,0,3.7
05/15/19,08:20:00PM,74.943,69.6,226,0,0,0,1.2
05/15/19,08:30:00PM,73.558,73.3,226,0,0,0,1.2
05/15/19,08:40:00PM,73.472,75.7,226,0,0,0,1.2
05/15/19,08:50:00PM,74.381,70.9,226,0,0,0,1.2
05/15/19,09:00:00PM,72.826,73.6,226,0,0,0,1.2
05/15/19,09:10:00PM,72.178,75.6,226,0,0,0,1.2
05/15/19,09:20:00PM,72.264,75.8,226,0,1.12,0,1.2
05/15/19,09:30:00PM,71.661,76.1,226,0,1.12,0,1.2
05/15/19,09:40:00PM,71.447,76.6,226,0.56,1.7,0,1.2
05/15/19,09:50:00PM,71.577,76.3,226,0,1.12,0,1.2
05/15/19,10:00:00PM,71.577,75.8,226,0,0,0,1.2
05/15/19,10:10:00PM,71.964,75.3,226,0,0,0,1.2
05/15/19,10:20:00PM,70.63,78.2,226,0,0,0,1.2
05/15/19,10:30:00PM,70.372,79.8,226,0,0,0,1.2
05/15/19,10:40:00PM,70.372,79.2,226,0,0,0,1.2
05/15/19,10:50:00PM,70.072,79.5,226,0,0,0,1.2
05/15/19,11:00:00PM,69.858,79.3,226,0,1.7,0,1.2
05/15/19,11:10:00PM,68.742,82.2,226,0,1.12,0,1.2
05/15/19,11:20:00PM,68.828,83.5,226,0,0.56,0,1.2
05/15/19,11:30:00PM,69.814,80.6,226,0,0,0,1.2
05/15/19,11:40:00PM,69.17,80.2,226,1.12,2.82,0,1.2
05/15/19,11:50:00PM,66.258,85.7,226,0.56,2.26,0,1.2
05/16/19,12:00:00AM,66.814,87.5,226,1.12,2.26,0,1.2
05/16/19,12:10:00AM,67.671,84.9,227.4,1.7,2.82,0,1.2
05/16/19,12:20:00AM,67.158,85.1,227.4,1.12,2.82,0,1.2
05/16/19,12:30:00AM,67.757,86.1,227.4,1.12,2.26,0,1.2
05/16/19,12:40:00AM,67.928,82.8,227.4,2.26,3.94,0,1.2
05/16/19,12:50:00AM,66.472,85,227.4,1.7,3.38,0,1.2
05/16/19,01:00:00AM,66.087,88.1,227.4,0,1.7,0,1.2
05/16/19,01:10:00AM,67.158,86.5,227.4,0,1.7,0,1.2
05/16/19,01:20:00AM,66.344,84.3,227.4,0,1.7,0,1.2
05/16/19,01:30:00AM,66.258,84.9,227.4,0,0,0,1.2
05/16/19,01:40:00AM,65.701,86.4,227.4,0,1.12,0,1.2
05/16/19,01:50:00AM,66.301,85.9,227.4,0,1.7,0,1.2
05/16/19,02:00:00AM,66.301,83.2,227.4,1.7,2.82,0,1.2
05/16/19,02:10:00AM,67.285,81.1,227.4,1.12,2.26,0,1.2
05/16/19,02:20:00AM,67.242,80.6,227.4,1.12,2.82,0,1.2
05/16/19,02:30:00AM,68.056,79.3,226,2.82,4.5,0,1.2
05/16/19,02:40:00AM,67.114,81.2,224.6,1.7,3.94,0,1.2
05/16/19,02:50:00AM,67.329,80.9,224.6,1.7,2.82,0,1.2
05/16/19,03:00:00AM,65.788,83.5,224.6,0.56,1.7,0,1.2
05/16/19,03:10:00AM,66.9,81.7,216.2,2.26,8.46,0,1.2
05/16/19,03:20:00AM,63.433,87.3,231.6,1.12,2.82,0,1.2
05/16/19,03:30:00AM,63.775,88.9,240.1,1.12,2.82,0,1.2
05/16/19,03:40:00AM,62.962,89,240.1,2.26,3.94,0,1.2
05/16/19,03:50:00AM,63.433,89.3,231.6,2.82,4.5,0,1.2
05/16/19,04:00:00AM,62.019,90.1,237.3,3.38,4.5,0,1.2
05/16/19,04:10:00AM,64.845,89.8,228.8,3.94,6.76,0,1.2
05/16/19,04:20:00AM,62.748,90.5,237.3,3.94,5.08,0,1.2
05/16/19,04:30:00AM,64.931,90.5,237.3,4.5,6.76,0,1.2
05/16/19,04:40:00AM,63.561,89.8,237.3,5.08,6.76,0,1.2
05/16/19,04:50:00AM,65.53,89.1,245.7,5.08,6.76,0,1.2
