Date,Time,Temp,RH,WD,WS,GS,Rain,PAR
09/20/19,08:00:00PM,73.299,92.9,164.3,1.7,8.46,0,8.7
09/20/19,08:10:00PM,73.126,92,117.9,2.82,7.31,0,1.2
09/20/19,08:20:00PM,73.299,90.8,136.2,1.7,7.31,0,1.2
09/20/19,08:30:00PM,73.213,90.8,148.8,1.12,5.64,0,1.2
09/20/19,08:40:00PM,73.083,90.7,178.3,0.56,4.5,0,1.2
09/20/19,08:50:00PM,72.955,91.3,172.7,0.56,4.5,0,1.2
09/20/19,09:00:00PM,73.213,90.8,183.9,0.56,3.94,0,1.2
09/20/19,09:10:00PM,73.386,90.3,188.1,0.56,4.5,0,1.2
09/20/19,09:20:00PM,73.04,90.7,160,0,3.38,0,1.2
09/20/19,09:30:00PM,73.04,90.8,158.6,0,1.7,0,1.2
09/20/19,09:40:00PM,73.04,90.7,183.9,0.56,3.38,0,1.2
09/20/19,09:50:00PM,72.869,91.1,158.6,0,2.82,0,1.2
09/20/19,10:00:00PM,72.696,91.8,151.6,0,3.38,0,1.2
09/20/19,10:10:00PM,72.437,92.4,129.2,0.56,3.94,0,1.2
09/20/19,10:20:00PM,72.307,92.5,117.9,0,2.82,0,1.2
09/20/19,10:30:00PM,72.007,93,117.9,0,1.7,0,1.2
09/20/19,10:40:00PM,72.093,93,116.5,0,0,0,1.2
09/20/19,10:50:00PM,71.92,93.9,115.1,1.12,4.5,0,1.2
09/20/19,11:00:00PM,71.964,94.3,124.9,1.12,3.94,0,1.2
09/20/19,11:10:00PM,72.696,93.4,127.8,1.7,5.08,0,1.2
09/20/19,11:20:00PM,71.92,93.2,105.3,1.7,4.5,0,1.2
09/20/19,11:30:00PM,71.704,93.9,91.3,0,2.82,0,1.2
09/20/19,11:40:00PM,71.704,94.4,91.3,0.56,2.26,0,1.2
09/20/19,11:50:00PM,71.317,95.3,85.6,4.5,7.9,0,1.2
09/21/19,12:00:00AM,71.317,95.2,89.9,3.38,5.64,0,1.2
09/21/19,12:10:00AM,71.274,95.5,91.3,1.7,3.94,0,1.2
09/21/19,12:20:00AM,70.93,95.7,91.3,1.7,3.94,0,1.2
09/21/19,12:30:00AM,71.017,96.1,91.3,0.56,3.38,0,1.2
09/21/19,12:40:00AM,70.887,96.5,91.3,1.12,3.38,0,1.2
09/21/19,12:50:00AM,70.716,96.6,92.7,0,2.26,0,1.2
09/21/19,01:00:00AM,70.846,96.7,92.7,0,2.82,0,1.2
09/21/19,01:10:00AM,70.93,96.8,92.7,1.12,3.38,0,1.2
09/21/19,01:20:00AM,71.017,97.1,92.7,0,2.26,0,1.2
09/21/19,01:30:00AM,71.146,97.1,116.5,0,2.82,0,1.2
09/21/19,01:40:00AM,71.146,97.1,117.9,0.56,2.26,0,1.2
09/21/19,01:50:00AM,71.103,97.3,109.5,1.12,3.38,0,1.2
09/21/19,02:00:00AM,71.19,97.4,99.7,2.26,5.08,0,1.2
09/21/19,02:10:00AM,71.103,97.4,99.7,0.56,3.38,0,1.2
09/21/19,02:20:00AM,70.887,97.4,99.7,0,2.82,0,1.2
09/21/19,02:30:00AM,70.974,97.6,94.1,2.26,5.08,0,1.2
09/21/19,02:40:00AM,71.06,97.6,95.5,2.26,5.08,0,1.2
09/21/19,02:50:00AM,71.146,97.7,109.5,2.26,5.08,0,1.2
09/21/19,03:00:00AM,71.19,97.8,106.7,1.7,4.5,0,1.2
09/21/19,03:10:00AM,71.447,97.8,112.3,3.38,6.76,0,1.2
09/21/19,03:20:00AM,71.661,97.6,105.3,3.94,7.31,0,1.2
09/21/19,03:30:00AM,71.791,97.5,103.9,3.94,7.9,0,1.2
09/21/19,03:40:00AM,71.877,97.2,117.9,3.38,6.76,0,1.2
09/21/19,03:50:00AM,72.221,96.8,124.9,4.5,7.9,0,1.2
09/21/19,04:00:00AM,72.221,96.5,122.1,3.94,7.31,0,1.2
09/21/19,04:10:00AM,72.264,96.1,126.4,3.38,6.76,0,1.2
09/21/19,04:20:00AM,72.264,95.9,150.2,1.12,5.64,0,1.2
09/21/19,04:30:00AM,72.437,95.7,161.5,1.7,5.08,0,1.2
09/21/19,04:40:00AM,72.61,95.2,167.1,2.82,7.31,0,1.2
09/21/19,04:50:00AM,72.351,95.2,161.5,1.7,6.2,0,1.2
09/21/19,05:00:00AM,72.093,95.6,162.9,1.12,5.08,0,1.2
09/21/19,05:10:00AM,71.964,95.9,141.8,0.56,4.5,0,1.2
09/21/19,05:20:00AM,71.964,95.9,164.3,1.12,6.2,0,1.2
09/21/19,05:30:00AM,71.964,95.9,164.3,1.12,6.2,0,1.2
09/21/19,05:40:00AM,71.704,96,160,0.56,4.5,0,1.2
09/21/19,05:50:00AM,71.704,96.2,168.5,0.56,3.38,0,1.2
09/21/19,06:00:00AM,71.748,96.2,141.8,0.56,4.5,0,1.2
09/21/19,06:10:00AM,71.49,96.2,127.8,0.56,5.08,0,1.2
09/21/19,06:20:00AM,71.533,96.4,124.9,1.12,4.5,0,1.2
09/21/19,06:30:00AM,71.231,96.4,123.5,1.12,5.08,0,1.2
09/21/19,06:40:00AM,71.103,96.6,123.5,0,2.82,0,1.2
09/21/19,06:50:00AM,71.146,96.7,123.5,0,1.7,0,1.2
09/21/19,07:00:00AM,71.06,96.7,141.8,0,2.26,0,1.2
09/21/19,07:10:00AM,70.93,96.7,141.8,0,0,0,1.2
09/21/19,07:20:00AM,70.887,97,136.2,0.56,5.08,0,1.2
09/21/19,07:30:00AM,70.803,97,129.2,0,3.38,0,1.2
09/21/19,07:40:00AM,70.846,97.1,129.2,0.56,3.38,0,1.2
09/21/19,07:50:00AM,70.759,97.1,127.8,0,1.7,0,1.2
