Date,Time,Temp,RH,WD,WS,GS,Rain,PAR
09/14/18,05:00:00PM,89.915,58.1,73,6.76,14.65,0,508.7
09/14/18,05:30:00PM,92.104,56.3,70.2,6.2,11.27,0,1116.2
09/14/18,06:00:00PM,88.763,61.6,40.7,7.31,14.09,0,418.7
09/14/18,06:30:00PM,88.626,60,39.3,5.64,12.39,0,221.2
09/14/18,07:00:00PM,86.799,64.2,37.9,4.5,9.57,0,161.2
09/14/18,07:30:00PM,85.397,70.3,39.3,3.38,6.76,0,86.2
09/14/18,08:00:00PM,84.137,72.4,49.1,3.38,7.31,0,26.2
09/14/18,08:30:00PM,81.509,79.4,300.4,1.7,6.2,0,1.2
09/14/18,09:00:00PM,80.008,81.8,280.8,4.5,7.9,0,1.2
09/14/18,09:30:00PM,79.655,83.3,282.2,3.94,6.2,0,1.2
09/14/18,10:00:00PM,77.859,81,108.1,7.9,21.41,0,1.2
09/14/18,10:30:00PM,73.386,92.6,74.4,9.01,19.15,0.102,1.2
09/14/18,11:00:00PM,74.554,93.3,7,1.12,3.38,0.008,1.2
09/14/18,11:30:00PM,74.077,94.6,252.7,2.26,6.2,0.047,1.2
09/15/18,12:00:00AM,74.986,95.3,237.3,0,2.26,0.008,1.2
09/15/18,12:30:00AM,75.508,95.2,244.3,0,2.26,0,1.2
09/15/18,01:00:00AM,74.899,93.6,289.2,0.56,2.82,0,1.2
09/15/18,01:30:00AM,75.463,93.5,332.7,1.12,3.94,0,1.2
09/15/18,02:00:00AM,74.77,94.1,0,0,3.94,0,1.2
09/15/18,02:30:00AM,74.856,95.7,269.6,1.12,5.08,0,1.2
09/15/18,03:00:00AM,75.724,93.2,331.3,1.7,5.64,0,1.2
09/15/18,03:30:00AM,75.724,93.9,287.8,0.56,3.94,0,1.2
09/15/18,04:00:00AM,75.681,94,336.9,2.26,6.2,0,1.2
09/15/18,04:30:00AM,75.853,93.7,341.2,1.7,6.2,0,1.2
09/15/18,05:00:00AM,75.81,93.6,11.2,1.7,6.76,0,1.2
09/15/18,05:30:00AM,75.637,93.8,7,1.7,6.2,0,1.2
09/15/18,06:00:00AM,75.333,93.7,8.4,0,3.94,0,1.2
09/15/18,06:30:00AM,75.247,94.3,25.3,0.56,4.5,0,1.2
09/15/18,07:00:00AM,74.683,94.6,26.7,0.56,3.94,0,1.2
