Date,Time,Temp,RH,WD,WS,GS,Rain,PAR
10/08/18,10:00:00AM,73.99,92.6,101.1,4.5,9.57,0,686.2
10/08/18,10:30:00AM,76.593,89.5,103.9,4.5,8.46,0,948.7
10/08/18,11:00:00AM,78.602,85.3,113.7,4.5,13.51,0,376.2
10/08/18,11:30:00AM,80.139,81.7,120.7,6.2,11.27,0,831.2
10/08/18,12:00:00PM,81.333,78.5,129.2,6.2,14.65,0,771.2
10/08/18,12:30:00PM,82.396,73.6,127.8,6.76,14.65,0,1916.2
10/08/18,01:00:00PM,82.575,73.3,123.5,7.9,14.65,0,658.7
10/08/18,01:30:00PM,83.959,71.8,126.4,5.64,11.83,0,666.2
10/08/18,02:00:00PM,83.242,67.4,127.8,5.64,12.95,0,368.7
10/08/18,02:30:00PM,87.073,60.6,132,6.2,12.95,0,1381.2
10/08/18,03:00:00PM,83.959,64.5,124.9,7.31,12.95,0,348.7
10/08/18,03:30:00PM,86.844,61,119.3,6.2,13.51,0,1758.7
10/08/18,04:00:00PM,87.21,63.5,106.7,6.2,14.09,0,1273.7
10/08/18,04:30:00PM,83.646,67.9,109.5,5.64,12.95,0,1203.7
10/08/18,05:00:00PM,86.346,61,113.7,6.2,12.95,0,998.7
10/08/18,05:30:00PM,86.844,55.8,110.9,6.76,12.95,0,808.7
10/08/18,06:00:00PM,86.709,58.5,112.3,6.76,13.51,0,593.7
10/08/18,06:30:00PM,85.984,60.4,110.9,5.64,11.27,0,381.2
10/08/18,07:00:00PM,84.9,62.9,103.9,3.94,10.69,0,193.7
10/08/18,07:30:00PM,81.376,71.5,87,2.26,4.5,0,26.2
10/08/18,08:00:00PM,80.139,74.6,82.8,3.38,9.57,0,1.2
10/08/18,08:30:00PM,77.859,79.1,89.9,4.5,10.13,0,1.2
10/08/18,09:00:00PM,76.419,81.3,85.6,2.26,3.94,0,1.2
10/08/18,09:30:00PM,76.942,81.4,103.9,1.7,6.2,0,1.2
10/08/18,10:00:00PM,75.333,84.5,108.1,2.26,3.94,0,1.2
10/08/18,10:30:00PM,74.727,86,98.3,2.26,4.5,0,1.2
10/08/18,11:00:00PM,74.554,86.5,85.6,1.7,3.94,0,1.2
10/08/18,11:30:00PM,73.731,89.7,105.3,2.26,4.5,0,1.2
10/09/18,12:00:00AM,74.163,87.8,109.5,2.26,4.5,0,1.2
