Date,Time,Temp,RH,WD,WS,GS,Rain,PAR
07/27/18,11:30:00AM,92.433,43.7,154.4,2.82,6.76,0,1503.7
07/27/18,12:00:00PM,95.806,42,165.7,2.82,9.01,0,1908.7
07/27/18,12:30:00PM,94.039,40.3,262.5,3.38,11.27,0,1048.7
07/27/18,01:00:00PM,96.53,35.3,263.9,6.2,16.89,0,2053.7
07/27/18,01:30:00PM,95.952,37.2,240.1,5.64,16.33,0,958.7
07/27/18,02:00:00PM,94.276,39.2,256.9,5.64,12.95,0,526.2
07/27/18,02:30:00PM,94.8,39,276.6,5.64,12.95,0,993.7
07/27/18,03:00:00PM,95.374,37.6,304.7,3.38,10.69,0,728.7
07/27/18,03:30:00PM,95.374,38.2,19.7,1.12,5.08,0,353.7
07/27/18,04:00:00PM,86.074,55.6,332.7,5.08,14.09,0,131.2
07/27/18,04:30:00PM,75.898,83.4,251.3,10.13,20.85,0.039,236.2
07/27/18,05:00:00PM,77.727,79.3,226,3.94,9.57,0,301.2
07/27/18,05:30:00PM,79.524,80.6,234.5,3.38,6.2,0,416.2
07/27/18,06:00:00PM,81.997,74.2,227.4,3.38,7.9,0,446.2
07/27/18,06:30:00PM,80.361,75.9,206.4,3.94,11.27,0,353.7
07/27/18,07:00:00PM,80.272,77.9,196.5,2.82,8.46,0,321.2
07/27/18,07:30:00PM,81.154,74.5,202.2,2.26,7.9,0,361.2
07/27/18,08:00:00PM,81.642,72.8,179.7,1.7,5.64,0,223.7
07/27/18,08:30:00PM,80.845,73.6,168.5,1.12,4.5,0,78.7
07/27/18,09:00:00PM,79.041,77.8,164.3,0,2.82,0,18.7
07/27/18,09:30:00PM,78.165,80.4,164.3,0,0,0,1.2
07/27/18,10:00:00PM,77.464,82.5,164.3,0,1.7,0,1.2
07/27/18,10:30:00PM,77.639,79.3,64.6,2.82,8.46,0,1.2
07/27/18,11:00:00PM,77.509,79.2,40.7,3.94,7.9,0,1.2
07/27/18,11:30:00PM,76.55,81.4,74.4,1.12,5.64,0,1.2
07/28/18,12:00:00AM,77.421,80.4,74.4,1.12,2.82,0,1.2
07/28/18,12:30:00AM,76.55,81.1,60.4,1.12,3.38,0,1.2
07/28/18,01:00:00AM,77.639,78.3,51.9,3.38,6.2,0,1.2
07/28/18,01:30:00AM,78.165,76.6,46.3,3.38,7.9,0,1.2
07/28/18,02:00:00AM,75.724,82.6,60.4,3.94,9.01,0,1.2
